intensified	15
received	23
sovereign	26
installment	12
obligated	31
published	21
carcass	20
satellite	40
ancient	46
practice	12
edited	25
invaded	23
antagonist	20
combat	45
predominantly	27
retired	24
founded	33
longevity	19
settled	21
produced	26
competitions	20
footballer	28
conceals	49
express	34
