intensified	7
received	24
sovereign	18
installment	20
obligated	17
published	18
carcass	11
satellite	22
ancient	29
practice	4
edited	10
invaded	17
antagonist	20
combat	33
predominantly	19
retired	14
founded	11
longevity	6
settled	13
produced	23
competitions	17
footballer	12
conceals	33
express	11
