intensified	8
received	31
sovereign	20
installment	25
obligated	19
published	26
carcass	14
satellite	28
ancient	36
practice	5
edited	11
invaded	22
antagonist	24
combat	41
predominantly	23
retired	17
founded	16
longevity	8
settled	13
produced	29
competitions	24
footballer	14
conceals	43
express	13
