intensified	14
received	20
sovereign	26
installment	11
obligated	28
published	19
carcass	18
satellite	37
ancient	42
practice	11
edited	23
invaded	20
antagonist	18
combat	41
predominantly	24
retired	22
founded	30
longevity	16
settled	19
produced	22
competitions	16
footballer	26
conceals	44
express	30
