intensified	13
received	18
sovereign	21
installment	9
obligated	24
published	17
carcass	17
satellite	34
ancient	37
practice	11
edited	21
invaded	18
antagonist	15
combat	36
predominantly	20
retired	18
founded	25
longevity	13
settled	16
produced	20
competitions	14
footballer	23
conceals	40
express	26
