intensified	8
received	12
sovereign	15
installment	6
obligated	18
published	9
carcass	10
satellite	21
ancient	23
practice	8
edited	11
invaded	12
antagonist	9
combat	21
predominantly	13
retired	13
founded	14
longevity	9
settled	10
produced	10
competitions	11
footballer	12
conceals	25
express	17
