intensified	11
received	17
sovereign	19
installment	8
obligated	22
published	15
carcass	14
satellite	31
ancient	32
practice	10
edited	17
invaded	16
antagonist	13
combat	31
predominantly	17
retired	17
founded	21
longevity	11
settled	13
produced	17
competitions	14
footballer	18
conceals	35
express	22
