intensified	11
received	14
sovereign	17
installment	7
obligated	20
published	12
carcass	11
satellite	26
ancient	28
practice	9
edited	13
invaded	15
antagonist	12
combat	26
predominantly	15
retired	15
founded	18
longevity	10
settled	12
produced	14
competitions	12
footballer	15
conceals	30
express	20
