intensified	8
received	10
sovereign	13
installment	5
obligated	15
published	7
carcass	8
satellite	16
ancient	18
practice	7
edited	9
invaded	9
antagonist	7
combat	17
predominantly	10
retired	10
founded	11
longevity	7
settled	8
produced	8
competitions	9
footballer	10
conceals	20
express	13
