intensified	3
received	4
sovereign	5
installment	2
obligated	9
published	5
carcass	4
satellite	6
ancient	10
practice	3
edited	3
invaded	4
antagonist	4
combat	9
predominantly	6
retired	3
founded	5
longevity	2
settled	4
produced	4
competitions	4
footballer	4
conceals	10
express	7
