intensified	5
received	8
sovereign	10
installment	4
obligated	12
published	6
carcass	6
satellite	11
ancient	14
practice	6
edited	5
invaded	6
antagonist	6
combat	13
predominantly	8
retired	7
founded	8
longevity	5
settled	6
produced	7
competitions	6
footballer	7
conceals	15
express	10
