1,0,,,,,,,,,,,
1,0,,,,,,,,,,,
1,0.0013566447,,,,,,,,,,,
1,0.0046679414,,,,,,,,,,,
1,"5.80589724336e-06",,,,,,,,,,,
1,0.0024036415,,,,,,,,,,,
1,0.0015443687,,,,,,,,,,,
1,0,,,,,,,,,,,
1,0.0007412195,,,,,,,,,,,
1,0.0001780475,,,,,,,,,,,
1,0.0029126251,,,,,,,,,,,
1,0.0070754534,,,,,,,,,,,
1,0.0024229944,,,,,,,,,,,
1,0.0069515943,,,,,,,,,,,
1,0.0232506832,,,,,,,,,,,
1,"2.51588880546e-05",,,,,,,,,,,
1,"1.74176917301e-05",,,,,,,,,,,
1,0.0006038133,,,,,,,,,,,
1,0,,,,,,,,,,,
1,0.0004180246,,,,,,,,,,,
1,0.0003851245,,,,,,,,,,,
1,0.0008883023,,,,,,,,,,,
1,0.0019256226,,,,,,,,,,,
1,0.0009115259,,,,,,,,,,,
1,0.0003057773,,,,,,,,,,,
1,0.0002922302,,,,,,,,,,,
1,0.0003657715,,,,,,,,,,,
1,0,,,,,,,,,,,
1,"8.90237577315e-05",,,,,,,,,,,
1,0.0006521958,,,,,,,,,,,
1,"5.80589724336e-06",,,,,,,,,,,
1,0.000265136,,,,,,,,,,,
1,0.0007857314,,,,,,,,,,,
1,0,,,,,,,,,,,
1,0,,,,,,,,,,,
1,"8.90237577315e-05",,,,,,,,,,,
1,0.0004412482,,,,,,,,,,,
1,0.0002980361,,,,,,,,,,,
1,"2.90294862168e-05",,,,,,,,,,,
1,"3.48353834602e-05",,,,,,,,,,,
1,0.0005593014,,,,,,,,,,,
1,0.0028681132,,,,,,,,,,,
1,"6.96707669203e-05",,,,,,,,,,,
1,0.0030751902,,,,,,,,,,,
1,0.0002322359,,,,,,,,,,,
1,0.0027055481,,,,,,,,,,,
1,0.0022294645,,,,,,,,,,,
1,0.0009928084,,,,,,,,,,,
1,0.000110312,,,,,,,,,,,
1,"5.80589724336e-06",,,,,,,,,,,
1,"1.93529908112e-05",,,,,,,,,,,
1,0.0001509533,,,,,,,,,,,
1,0.0001006356,,,,,,,,,,,
1,0.0007663784,,,,,,,,,,,
1,0.000336742,,,,,,,,,,,
1,0.0015792041,,,,,,,,,,,
1,0.0004218952,,,,,,,,,,,
1,0.0017611222,,,,,,,,,,,
1,"1.93529908112e-06",,,,,,,,,,,
1,0.0002051417,,,,,,,,,,,
1,0,,,,,,,,,,,
1,0.000187724,,,,,,,,,,,
1,0.0001857887,,,,,,,,,,,
1,0.0065180873,,,,,,,,,,,
1,0.0032803319,,,,,,,,,,,
1,0.0060555508,,,,,,,,,,,
1,0,,,,,,,,,,,
1,0.0047472886,,,,,,,,,,,
1,0.0025913655,,,,,,,,,,,
1,0.0009850672,,,,,,,,,,,
1,0.0005515602,,,,,,,,,,,
1,0.0007005783,,,,,,,,,,,
1,0.0054536728,,,,,,,,,,,
1,0.0007025136,,,,,,,,,,,
1,0.002937784,,,,,,,,,,,
1,0.0001799828,,,,,,,,,,,
1,0.0001064414,,,,,,,,,,,
1,"1.16117944867e-05",,,,,,,,,,,
1,0.0002573948,,,,,,,,,,,
1,"7.74119632448e-06",,,,,,,,,,,
1,0.0012308502,,,,,,,,,,,
1,0.0001915946,,,,,,,,,,,
1,0.0014166389,,,,,,,,,,,
1,0.0061948924,,,,,,,,,,,
1,0.0004083481,,,,,,,,,,,
1,0.0084688688,,,,,,,,,,,
1,0.000149018,,,,,,,,,,,
1,0.0081495444,,,,,,,,,,,
1,0.001753381,,,,,,,,,,,
1,"3.87059816224e-06",,,,,,,,,,,
1,0.000168371,,,,,,,,,,,
1,0,,,,,,,,,,,
1,0.0001122473,,,,,,,,,,,
1,0.0009599083,,,,,,,,,,,
1,0.0145515138,,,,,,,,,,,
1,0.002808119,,,,,,,,,,,
1,0.0008766905,,,,,,,,,,,
1,0.0002786831,,,,,,,,,,,
1,0.0003270655,,,,,,,,,,,
