Overlap:, 0.6475694444444444
Jaccard:, 0.3300970873786408
Cosine:,  0.9226927749594541
Overlap:, 0.6440972222222222
Jaccard:, 0.32038834951456313
Cosine:,  0.9315929381597737
Overlap:, 0.6684027777777778
Jaccard:, 0.32038834951456313
Cosine:,  0.9564820690586405
Overlap:, 0.6631944444444444
Jaccard:, 0.32362459546925565
Cosine:,  0.9300319334814781
Overlap:, 0.6770833333333334
Jaccard:, 0.35275080906148865
Cosine:,  0.9358340290534164
Overlap:, 0.6961805555555556
Jaccard:, 0.34951456310679613
Cosine:,  0.9397753042356909
Overlap:, 0.6805555555555556
Jaccard:, 0.32362459546925565
Cosine:,  0.9690658251560843
Overlap:, 0.6701388888888888
Jaccard:, 0.34627831715210355
Cosine:,  0.942346117424783
Overlap:, 0.6892361111111112
Jaccard:, 0.3365695792880259
Cosine:,  0.956026178316054
Overlap:, 0.6458333333333334
Jaccard:, 0.32362459546925565
Cosine:,  0.910559027556851
Overlap:, 0.6857638888888888
Jaccard:, 0.343042071197411
Cosine:,  0.9492206720513288
Overlap:, 0.6684027777777778
Jaccard:, 0.34627831715210355
Cosine:,  0.9438435194341817
Overlap:, 0.6579861111111112
Jaccard:, 0.3365695792880259
Cosine:,  0.9434808278917113
Overlap:, 0.6475694444444444
Jaccard:, 0.3042071197411003
Cosine:,  0.9389294791763715
Overlap:, 0.6701388888888888
Jaccard:, 0.3365695792880259
Cosine:,  0.9261029588957409
Overlap:, 0.671875
Jaccard:, 0.3268608414239482
Cosine:,  0.9557682857007587
Overlap:, 0.6649305555555556
Jaccard:, 0.32038834951456313
Cosine:,  0.9343800418540679
Overlap:, 0.6423611111111112
Jaccard:, 0.3268608414239482
Cosine:,  0.9300408693375345
Overlap:, 0.6822916666666666
Jaccard:, 0.3300970873786408
Cosine:,  0.9475043757164191
Overlap:, 0.6788194444444444
Jaccard:, 0.3300970873786408
Cosine:,  0.9609333317569515
Overlap:, 0.6840277777777778
Jaccard:, 0.32362459546925565
Cosine:,  0.9670443458022323
Overlap:, 0.6388888888888888
Jaccard:, 0.3074433656957929
Cosine:,  0.9388590382275934
Overlap:, 0.6788194444444444
Jaccard:, 0.3268608414239482
Cosine:,  0.9536954641779349
Overlap:, 0.6423611111111112
Jaccard:, 0.3106796116504854
Cosine:,  0.9267105584818265
Overlap:, 0.6527777777777778
Jaccard:, 0.32038834951456313
Cosine:,  0.9359518281473771
Overlap:, 0.6527777777777778
Jaccard:, 0.32038834951456313
Cosine:,  0.9231600407399368
Overlap:, 0.6875
Jaccard:, 0.3333333333333333
Cosine:,  0.9460714915033631
Overlap:, 0.6701388888888888
Jaccard:, 0.33980582524271846
Cosine:,  0.9317976399108868
Overlap:, 0.6493055555555556
