Overlap:, 0.731
Cosine:,  6.059
Overlap:, 0.748
Cosine:,  5.735
Overlap:, 0.745
Cosine:,  5.784
Overlap:, 0.747
Cosine:,  5.88
Overlap:, 0.719
Cosine:,  6.26
Overlap:, 0.741
Cosine:,  5.804
Overlap:, 0.743
Cosine:,  5.771
Overlap:, 0.724
Cosine:,  6.086
Overlap:, 0.736
Cosine:,  5.749
Overlap:, 0.747
Cosine:,  5.807
Overlap:, 0.741
Cosine:,  5.708
Overlap:, 0.741
Cosine:,  5.748
Overlap:, 0.743
Cosine:,  5.848
Overlap:, 0.738
Cosine:,  5.905
Overlap:, 0.731
Cosine:,  5.899
Overlap:, 0.75
Cosine:,  5.533
Overlap:, 0.748
Cosine:,  5.706
Overlap:, 0.747
Cosine:,  5.851
Overlap:, 0.74
Cosine:,  5.886
Overlap:, 0.736
Cosine:,  5.82
Overlap:, 0.715
Cosine:,  6.353
Overlap:, 0.748
Cosine:,  5.699
Overlap:, 0.733
Cosine:,  6.049
Overlap:, 0.714
Cosine:,  6.211
Overlap:, 0.726
Cosine:,  6.057
Overlap:, 0.712
Cosine:,  6.22
Overlap:, 0.715
Cosine:,  6.201
Overlap:, 0.729
Cosine:,  6.213
Overlap:, 0.752
Cosine:,  5.731
Overlap:, 0.752
Cosine:,  5.623
Overlap:, 0.738
Cosine:,  5.782
Overlap:, 0.72
Cosine:,  6.275
Overlap:, 0.759
Cosine:,  5.563
Overlap:, 0.729
Cosine:,  6.0
Overlap:, 0.745
Cosine:,  5.76
Overlap:, 0.752
Cosine:,  5.646
Overlap:, 0.769
Cosine:,  5.316
Overlap:, 0.738
Cosine:,  5.74
Overlap:, 0.755
Cosine:,  5.629
Overlap:, 0.719
Cosine:,  6.274
Overlap:, 0.75
Cosine:,  5.681
Overlap:, 0.717
Cosine:,  6.278
Overlap:, 0.736
Cosine:,  5.73
Overlap:, 0.726
Cosine:,  6.172
Overlap:, 0.75
Cosine:,  5.64
Overlap:, 0.752
Cosine:,  5.617
Overlap:, 0.75
Cosine:,  5.709
Overlap:, 0.734
Cosine:,  5.581
Overlap:, 0.729
Cosine:,  6.147
Overlap:, 0.733
Cosine:,  6.05
Overlap:, 0.733
Cosine:,  5.942
Overlap:, 0.753
Cosine:,  5.677
Overlap:, 0.748
Cosine:,  5.696
Overlap:, 0.729
Cosine:,  5.87
Overlap:, 0.734
Cosine:,  5.92
Overlap:, 0.727
Cosine:,  6.197
Overlap:, 0.738
Cosine:,  5.856
Overlap:, 0.752
Cosine:,  5.635
Overlap:, 0.733
Cosine:,  5.796
Overlap:, 0.748
Cosine:,  5.856
Overlap:, 0.733
Cosine:,  6.09
Overlap:, 0.708
Cosine:,  6.248
Overlap:, 0.726
Cosine:,  6.24
Overlap:, 0.731
Cosine:,  6.116
Overlap:, 0.741
Cosine:,  5.907
Overlap:, 0.724
Cosine:,  6.15
Overlap:, 0.757
Cosine:,  5.671
Overlap:, 0.733
Cosine:,  5.949
Overlap:, 0.72
Cosine:,  6.301
Overlap:, 0.72
Cosine:,  6.187
Overlap:, 0.72
Cosine:,  6.284
Overlap:, 0.72
Cosine:,  6.248
Overlap:, 0.745
Cosine:,  5.881
Overlap:, 0.724
Cosine:,  6.107
Overlap:, 0.727
Cosine:,  5.915
Overlap:, 0.733
Cosine:,  6.034
Overlap:, 0.753
Cosine:,  5.468
Overlap:, 0.76
Cosine:,  5.298
Overlap:, 0.715
Cosine:,  6.203
Overlap:, 0.71
Cosine:,  6.336
Overlap:, 0.736
Cosine:,  6.032
Overlap:, 0.729
Cosine:,  6.17
Overlap:, 0.726
Cosine:,  6.092
Overlap:, 0.743
Cosine:,  5.868
Overlap:, 0.71
Cosine:,  6.46
Overlap:, 0.727
Cosine:,  6.024
Overlap:, 0.722
Cosine:,  6.023
Overlap:, 0.727
Cosine:,  6.037
Overlap:, 0.71
Cosine:,  6.403
Overlap:, 0.745
Cosine:,  5.787
Overlap:, 0.75
Cosine:,  5.606
Overlap:, 0.719
Cosine:,  6.264
Overlap:, 0.745
Cosine:,  5.757
Overlap:, 0.726
Cosine:,  6.184
Overlap:, 0.745
Cosine:,  5.819
Overlap:, 0.682
Cosine:,  6.958
Overlap:, 0.729
Cosine:,  6.055
Overlap:, 0.736
Cosine:,  5.938
Overlap:, 0.719
Cosine:,  6.354
Overlap:, 0.712
Cosine:,  6.457
Overlap:, 0.708
Cosine:,  6.384
Overlap:, 0.729
Cosine:,  6.24
Overlap:, 0.712
Cosine:,  6.407
Overlap:, 0.741
Cosine:,  5.787
Overlap:, 0.698
Cosine:,  6.448
Overlap:, 0.724
Cosine:,  5.947
Overlap:, 0.752
Cosine:,  5.677
Overlap:, 0.719
Cosine:,  6.099
Overlap:, 0.747
Cosine:,  5.795
Overlap:, 0.722
Cosine:,  6.241
Overlap:, 0.731
Cosine:,  5.929
Overlap:, 0.759
Cosine:,  5.571
Overlap:, 0.743
Cosine:,  5.924
Overlap:, 0.741
Cosine:,  5.896
Overlap:, 0.76
Cosine:,  5.489
Overlap:, 0.752
Cosine:,  5.712
Overlap:, 0.724
Cosine:,  5.901
Overlap:, 0.729
Cosine:,  6.09
Overlap:, 0.714
Cosine:,  6.394
Overlap:, 0.714
Cosine:,  6.328
Overlap:, 0.722
Cosine:,  6.225
Overlap:, 0.717
Cosine:,  6.282
Overlap:, 0.738
Cosine:,  5.823
Overlap:, 0.724
Cosine:,  5.877
Overlap:, 0.727
Cosine:,  6.085
Overlap:, 0.738
Cosine:,  5.788
Overlap:, 0.759
Cosine:,  5.548
Overlap:, 0.74
Cosine:,  5.926
Overlap:, 0.738
Cosine:,  5.529
Overlap:, 0.712
Cosine:,  6.466
Overlap:, 0.694
Cosine:,  6.532
Overlap:, 0.743
Cosine:,  5.635
Overlap:, 0.722
Cosine:,  6.2
Overlap:, 0.703
Cosine:,  6.436
Overlap:, 0.731
Cosine:,  6.039
Overlap:, 0.722
Cosine:,  6.271
Overlap:, 0.736
Cosine:,  5.877
Overlap:, 0.726
Cosine:,  6.158
Overlap:, 0.747
Cosine:,  5.741
Overlap:, 0.724
Cosine:,  6.15
Overlap:, 0.701
Cosine:,  6.581
Overlap:, 0.75
Cosine:,  5.731
Overlap:, 0.736
Cosine:,  5.957
Overlap:, 0.731
Cosine:,  5.928
Overlap:, 0.733
Cosine:,  6.065
Overlap:, 0.705
Cosine:,  6.538
Overlap:, 0.74
Cosine:,  5.705
Overlap:, 0.738
Cosine:,  6.054
Overlap:, 0.734
Cosine:,  5.872
Overlap:, 0.714
Cosine:,  6.308
Overlap:, 0.724
Cosine:,  6.072
Overlap:, 0.727
Cosine:,  6.124
Overlap:, 0.72
Cosine:,  6.323
Overlap:, 0.759
Cosine:,  5.496
Overlap:, 0.727
Cosine:,  6.148
Overlap:, 0.745
Cosine:,  5.629
Overlap:, 0.743
Cosine:,  5.819
Overlap:, 0.686
Cosine:,  6.942
Overlap:, 0.708
Cosine:,  6.373
Overlap:, 0.766
Cosine:,  5.272
Overlap:, 0.727
Cosine:,  6.189
Overlap:, 0.733
Cosine:,  5.822
Overlap:, 0.717
Cosine:,  6.25
Overlap:, 0.729
Cosine:,  6.176
Overlap:, 0.762
Cosine:,  5.451
Overlap:, 0.719
Cosine:,  6.314
Overlap:, 0.743
Cosine:,  5.631
Overlap:, 0.712
Cosine:,  6.419
Overlap:, 0.76
Cosine:,  5.546
Overlap:, 0.736
Cosine:,  5.771
Overlap:, 0.729
Cosine:,  5.924
Overlap:, 0.705
Cosine:,  6.521
Overlap:, 0.736
Cosine:,  5.918
Overlap:, 0.734
Cosine:,  5.98
Overlap:, 0.748
Cosine:,  5.641
Overlap:, 0.747
Cosine:,  5.706
Overlap:, 0.741
Cosine:,  5.659
Overlap:, 0.72
Cosine:,  6.301
Overlap:, 0.729
Cosine:,  6.143
Overlap:, 0.748
Cosine:,  5.798
Overlap:, 0.733
Cosine:,  6.014
Overlap:, 0.712
Cosine:,  6.463
Overlap:, 0.733
Cosine:,  5.978
Overlap:, 0.733
Cosine:,  6.108
Overlap:, 0.74
Cosine:,  5.88
Overlap:, 0.714
Cosine:,  6.496
Overlap:, 0.734
Cosine:,  5.994
Overlap:, 0.714
Cosine:,  6.22
Overlap:, 0.733
Cosine:,  5.897
Overlap:, 0.696
Cosine:,  6.441
Overlap:, 0.719
Cosine:,  6.291
Overlap:, 0.733
Cosine:,  6.07
Overlap:, 0.75
Cosine:,  5.633
Overlap:, 0.76
Cosine:,  5.541
Overlap:, 0.72
Cosine:,  6.28
Overlap:, 0.719
Cosine:,  6.204
Overlap:, 0.717
Cosine:,  6.26
Overlap:, 0.743
Cosine:,  5.831
Overlap:, 0.717
Cosine:,  6.455
Overlap:, 0.727
Cosine:,  6.205
Overlap:, 0.724
Cosine:,  6.059
Overlap:, 0.762
